job_id,job_role,experience_level,years_of_experience,education_level,skills,tools_and_technologies,certifications,industry,employment_type,location,company_size,annual_salary_usd,remote_friendly
130,Quant Researcher,Senior,14,Master's,"Git, Statistics, Python, Stochastic Calculus, Financial Modeling, Monte Carlo, SQL",Bloomberg,,Consulting,Contract,Singapore,Large,244481,Yes
131,Quant Researcher,Entry,2,Bachelor's,"Risk Modeling, Financial Modeling, Mathematics, Backtesting, Derivatives Pricing, SQL","Bloomberg, R, QuantLib",,Insurance,Full-time,Singapore,Mid-size,116641,Yes
132,Data Engineer,Mid,6,Bachelor's,"ETL, Pipeline Design, Hadoop, Spark, Airflow, SQL","dbt, Spark, Redshift",AWS Data Analytics,Healthcare,Full-time,"Boston, MA",Startup,121267,Yes
133,Data Scientist,Senior,9,Bachelor's,"Feature Engineering, Scikit-learn, A/B Testing, Deep Learning, Python",Spark,,E-commerce,Full-time,"London, UK",Large,182250,No
134,AI Researcher,Entry,0,Bachelor's,"Machine Learning, PyTorch, Algorithm Design, Statistics, Research, Problem Solving, LaTeX, Experimentation","Overleaf, SLURM",NeurIPS Paper,Defense,Full-time,"Boston, MA",Startup,101107,Yes
135,AI Researcher,Senior,9,PhD,"Deep Learning, Statistics, Publications, Git, Algorithm Design, LaTeX, Pandas, Experimentation","Weights & Biases, JAX",NeurIPS Paper,Finance,Internship,"New York, NY",Large,120825,Yes
136,NLP Engineer,Entry,2,Bachelor's,"Text Processing, Tokenization, Language Models, Mathematics, APIs, PyTorch, BERT, NLP","spaCy, FastAPI",Hugging Face Course,Healthcare,Contract,"Paris, France",Large,111240,Hybrid
137,NLP Engineer,Mid,3,PhD,"Machine Learning, Transformers, PyTorch, Text Processing, NLP, BERT, Hugging Face","FastAPI, Hugging Face",,Legal,Part-time,"Dublin, Ireland",Mid-size,75427,Yes
138,NLP Engineer,Entry,1,Bachelor's,"Language Models, Transformers, PyTorch, Hugging Face, Visualization, Deep Learning","Hugging Face, PyTorch",,Media,Full-time,"Boston, MA",Large,102737,No
139,ML Engineer,Entry,1,Master's,"Docker, Cloud (AWS/GCP/Azure), Model Deployment, Scikit-learn, Machine Learning, Mathematics",TensorFlow,AWS ML Specialty,Finance,Full-time,"Dublin, Ireland",Large,100110,Yes
140,Quant Researcher,Senior,12,PhD,"Risk Modeling, Monte Carlo, Financial Modeling, Backtesting, Derivatives Pricing, R, Statistics","Bloomberg, QuantLib, Python",CFA Level I,Banking,Full-time,"Toronto, Canada",Large,257906,No
141,AI Product Manager,Mid,2,Master's,"Stakeholder Management, Visualization, Agile, Product Management, Data Analysis, Statistics","Tableau, Jira",Google PM Certificate,E-commerce,Full-time,"Chicago, IL",Large,132314,Yes
142,NLP Engineer,Senior,7,Master's,"Deep Learning, BERT, Problem Solving, Machine Learning, Python, Language Models",FastAPI,DeepLearning.AI NLP,Legal,Full-time,"Chicago, IL",Large,190851,Yes
143,Data Scientist,Mid,5,Bachelor's,"A/B Testing, Storytelling, SQL, Feature Engineering, Statistics, Deep Learning, Python, Scikit-learn","Spark, scikit-learn, Jupyter",,Tech,Full-time,"Amsterdam, Netherlands",Startup,138386,Hybrid
144,Data Analyst,Entry,1,Master's,"Pandas, Visualization, Power BI, Cloud (AWS/GCP/Azure), Reporting, Tableau, SQL, Excel",Looker,,Finance,Full-time,"Denver, CO",Mid-size,58631,Hybrid
145,Computer Vision Engineer,Senior,9,PhD,"CNNs, Python, Data Analysis, CUDA, TensorFlow, Linux, Object Detection, PyTorch","PyTorch, Roboflow",,Retail,Full-time,"Sydney, Australia",Mid-size,235190,Hybrid
146,NLP Engineer,Senior,7,Bachelor's,"Deep Learning, BERT, Tokenization, NLP, Text Processing, PyTorch","FastAPI, Hugging Face",Hugging Face Course,Legal,Full-time,"Dublin, Ireland",Mid-size,173101,No
147,Computer Vision Engineer,Mid,5,Bachelor's,"Object Detection, CNNs, Image Processing, OpenCV, Mathematics, Cloud (AWS/GCP/Azure), PyTorch, Machine Learning","TensorFlow, Roboflow",NVIDIA DLI,Manufacturing,Full-time,"Atlanta, GA",Startup,146143,No
148,NLP Engineer,Mid,2,Bachelor's,"Python, Deep Learning, Transformers, BERT, Text Processing, PyTorch, Hugging Face, NLP","spaCy, Hugging Face, NLTK",,Legal,Full-time,"Bangalore, India",Large,129504,Yes
149,Data Scientist,Entry,1,Bachelor's,"Python, Storytelling, Feature Engineering, Statistics, Deep Learning, Pandas",Tableau,AWS ML Specialty,E-commerce,Full-time,"Sydney, Australia",Mid-size,69059,Hybrid
150,Data Analyst,Mid,4,PhD,"Visualization, Tableau, Mathematics, Reporting, Python, Data Analysis, Power BI","Power BI, Tableau",Tableau Desktop Specialist,Finance,Remote,Washington DC,Startup,78253,Yes
151,AI Researcher,Entry,1,Master's,"Statistics, Research, Deep Learning, Python, Experimentation",PyTorch,NeurIPS Paper,Robotics,Contract,"Denver, CO",Mid-size,120639,Hybrid
152,Quant Researcher,Senior,11,PhD,"Derivatives Pricing, Statistics, Python, Backtesting, R, Stochastic Calculus, Visualization, Risk Modeling","Bloomberg, Python, QuantLib",,Banking,Full-time,Washington DC,Mid-size,228338,Hybrid
153,Data Scientist,Mid,4,Master's,"APIs, Storytelling, Machine Learning, A/B Testing, Python, Pandas, Deep Learning","Jupyter, Tableau, scikit-learn",Google Professional ML Engineer,E-commerce,Remote,"Berlin, Germany",Large,133209,Yes
154,ML Engineer,Entry,2,Bachelor's,"APIs, Python, Machine Learning, Kubernetes, Cloud (AWS/GCP/Azure), Docker, Model Deployment, Pandas","TensorFlow, FastAPI",,Healthcare,Part-time,"Seattle, WA",Mid-size,48024,Yes
155,Data Engineer,Mid,6,Bachelor's,"Airflow, Python, ETL, Data Warehousing, Machine Learning, Kafka, Pipeline Design, SQL","dbt, Spark, Kafka",,Finance,Full-time,"Sydney, Australia",Startup,149610,No
156,NLP Engineer,Senior,11,PhD,"Language Models, Excel, Text Processing, Tokenization, BERT","Hugging Face, spaCy",Hugging Face Course,Legal,Full-time,"Denver, CO",Mid-size,205694,Hybrid
157,ML Engineer,Mid,3,Bachelor's,"Machine Learning, Cloud (AWS/GCP/Azure), Model Deployment, APIs, Python, Problem Solving, Scikit-learn","FastAPI, Docker",,Healthcare,Contract,Washington DC,Startup,148649,Yes
158,ML Engineer,Senior,12,Bachelor's,"Docker, Mathematics, Model Deployment, Cloud (AWS/GCP/Azure), Python, Kubernetes","PyTorch, TensorFlow",GCP Professional ML,Defense,Full-time,"Boston, MA",Mid-size,162872,No
159,Data Analyst,Entry,2,Bachelor's,"SQL, Statistics, Pandas, Visualization, Power BI, Tableau, Python","Google Sheets, Power BI",Google Data Analytics,Marketing,Full-time,"Austin, TX",Large,58846,Yes
160,AI Researcher,Senior,14,Bachelor's,"SQL, Deep Learning, Publications, Communication, Statistics",JAX,ICLR Paper Publication,Defense,Full-time,Washington DC,Startup,246845,Yes
161,Data Engineer,Senior,10,Master's,"ETL, Airflow, Linux, SQL, Pipeline Design","Redshift, dbt, Spark",,Healthcare,Remote,"Amsterdam, Netherlands",Large,156225,Yes
162,AI Researcher,Mid,5,PhD,"Statistics, Algorithm Design, PyTorch, Python, Research, LaTeX, Pandas","JAX, SLURM",,Academia,Remote,"Austin, TX",Startup,167606,Yes
163,Data Engineer,Senior,8,Master's,"Pipeline Design, Cloud (AWS/GCP/Azure), SQL, Git, ETL, Data Warehousing","Airflow, dbt, Kafka",GCP Professional Data Engineer,Tech,Part-time,"Amsterdam, Netherlands",Mid-size,84782,No
164,Data Engineer,Senior,7,Master's,"Python, Cloud (AWS/GCP/Azure), Pipeline Design, Deep Learning, Spark","Spark, dbt",,Healthcare,Full-time,"Denver, CO",Startup,164595,Hybrid
165,Quant Researcher,Mid,6,PhD,"Python, NumPy, Risk Modeling, Statistics, Communication, R, Financial Modeling","Python, Bloomberg",CFA Level I,Hedge Fund,Full-time,"Toronto, Canada",Mid-size,137113,Hybrid
166,Quant Researcher,Entry,2,Master's,"Visualization, Derivatives Pricing, Machine Learning, Stochastic Calculus, Problem Solving, Python, Mathematics, Backtesting","KDB+, QuantLib, R",FRM,Finance,Contract,"Chicago, IL",Mid-size,128499,Hybrid
167,NLP Engineer,Senior,6,PhD,"NLP, Problem Solving, Tokenization, Statistics, Text Processing, BERT, Language Models",spaCy,DeepLearning.AI NLP,Media,Remote,"Austin, TX",Large,184524,Yes
168,Quant Researcher,Senior,9,Master's,"Visualization, Risk Modeling, Backtesting, Python, Derivatives Pricing, Mathematics, Stochastic Calculus, Monte Carlo","R, Python, QuantLib",CFA Level I,Consulting,Full-time,Washington DC,Mid-size,234962,No
169,Data Analyst,Mid,5,PhD,"Excel, Linux, Data Cleaning, Visualization, Statistics, Git","Google Sheets, Tableau",,Education,Contract,Washington DC,Large,112949,Yes
170,Data Engineer,Mid,4,Bachelor's,"Spark, Hadoop, Airflow, SQL, Data Warehousing, APIs",Kafka,Databricks Associate,Tech,Contract,"London, UK",Large,122887,Yes
171,AI Researcher,Senior,13,Bachelor's,"Python, PyTorch, LaTeX, Pandas, Deep Learning, Algorithm Design, NumPy",JAX,NeurIPS Paper,Robotics,Remote,"London, UK",Large,246645,Yes
172,Data Analyst,Senior,6,Bachelor's,"Visualization, Data Cleaning, Statistics, Power BI, Machine Learning, Business Intelligence, Reporting, SQL","Excel, Power BI, Tableau",,Education,Part-time,"San Francisco, CA",Large,83041,No
173,ML Engineer,Senior,14,Master's,"Python, Linux, CI/CD, APIs, Docker, Statistics",FastAPI,Azure AI Engineer,Defense,Internship,"New York, NY",Startup,92407,Hybrid
174,ML Engineer,Mid,2,Bachelor's,"Model Deployment, CI/CD, Docker, PyTorch, APIs, Machine Learning, Python, Kubernetes",Kubernetes,,E-commerce,Internship,"Dublin, Ireland",Startup,51430,Yes
175,Data Scientist,Senior,14,Bachelor's,"Machine Learning, NumPy, SQL, Scikit-learn, A/B Testing, Statistics, Feature Engineering, Deep Learning","Tableau, Spark",Google Professional ML Engineer,Finance,Full-time,"Denver, CO",Mid-size,169564,No
176,Data Engineer,Entry,0,Bachelor's,"Python, Kafka, APIs, Airflow, Cloud (AWS/GCP/Azure), Pipeline Design, Data Warehousing, Linux","Airflow, Spark, Kafka",GCP Professional Data Engineer,E-commerce,Full-time,"Dublin, Ireland",Mid-size,95776,Hybrid
177,Computer Vision Engineer,Mid,2,Master's,"Computer Vision, Deep Learning, Visualization, Python, Mathematics, CNNs, OpenCV, Image Processing","TensorFlow, PyTorch",AWS ML Specialty,Tech,Full-time,"London, UK",Mid-size,157331,Hybrid
178,Data Scientist,Entry,2,Master's,"Data Analysis, SQL, Python, Storytelling, A/B Testing, Statistics","Jupyter, Tableau",AWS ML Specialty,Healthcare,Part-time,"Boston, MA",Large,39976,Hybrid
179,NLP Engineer,Mid,6,PhD,"Python, Deep Learning, Tokenization, Transformers, NLP, APIs, PyTorch, BERT","NLTK, spaCy, FastAPI",,Finance,Full-time,"Amsterdam, Netherlands",Startup,125526,Hybrid
180,Data Scientist,Mid,2,Master's,"Scikit-learn, A/B Testing, NumPy, Feature Engineering, Statistics, Deep Learning",MLflow,,Finance,Remote,"Dublin, Ireland",Startup,136066,Yes
181,Computer Vision Engineer,Entry,2,Master's,"Object Detection, TensorFlow, OpenCV, Computer Vision, Python, Data Analysis, Image Processing","TensorFlow, PyTorch, OpenCV",NVIDIA DLI,Defense,Full-time,"Sydney, Australia",Startup,103846,Hybrid
182,AI Researcher,Senior,13,Master's,"Algorithm Design, LaTeX, PyTorch, Statistics, Python, Deep Learning, Mathematics, Publications","JAX, PyTorch, SLURM",,Defense,Full-time,"Atlanta, GA",Startup,223422,Hybrid
183,NLP Engineer,Senior,9,PhD,"Python, Tokenization, PyTorch, Transformers, Data Analysis, Hugging Face, Problem Solving, Language Models","spaCy, Hugging Face",Hugging Face Course,Finance,Full-time,"Bangalore, India",Large,213141,No
184,AI Researcher,Mid,6,Bachelor's,"Statistics, Deep Learning, SQL, Algorithm Design, PyTorch, Data Analysis, Publications",Overleaf,,Defense,Full-time,"New York, NY",Mid-size,128381,Hybrid
185,AI Researcher,Entry,0,Bachelor's,"Publications, Visualization, Research, LaTeX, Statistics, Mathematics, Problem Solving","Weights & Biases, PyTorch, Overleaf",ICLR Paper Publication,Defense,Full-time,"Bangalore, India",Startup,111920,Yes
186,Computer Vision Engineer,Entry,0,Bachelor's,"TensorFlow, CNNs, OpenCV, Deep Learning, Pandas, CUDA, Python, Object Detection","TensorFlow, PyTorch",,Defense,Full-time,"Amsterdam, Netherlands",Large,86311,Yes
187,Data Engineer,Senior,12,PhD,"Pipeline Design, Python, ETL, Data Warehousing, Pandas",Kafka,AWS Data Analytics,Tech,Full-time,"Sydney, Australia",Mid-size,211500,Hybrid
188,ML Engineer,Senior,12,Master's,"Machine Learning, CI/CD, Python, PyTorch, Docker, Cloud (AWS/GCP/Azure), Mathematics","Docker, TensorFlow",AWS ML Specialty,Automotive,Full-time,"Paris, France",Mid-size,215517,Yes
189,Computer Vision Engineer,Mid,3,Bachelor's,"Image Processing, Object Detection, OpenCV, Pandas, TensorFlow",CUDA,,Retail,Full-time,"Toronto, Canada",Large,155240,Yes
190,AI Product Manager,Senior,12,PhD,"Strategy, User Research, Communication, SQL, Stakeholder Management, Roadmapping, Machine Learning, Mathematics","Mixpanel, Confluence, Jira",PMI-ACP,Healthcare,Contract,Remote,Startup,215268,Yes
191,AI Product Manager,Mid,5,Master's,"Pandas, Roadmapping, Stakeholder Management, Excel, Product Management, SQL, Machine Learning, Data Analysis","Mixpanel, Confluence, Jira",PMI-ACP,Education,Full-time,"New York, NY",Large,104496,Hybrid
192,Data Scientist,Entry,1,Master's,"A/B Testing, Statistics, Scikit-learn, Communication, Storytelling, Feature Engineering","Jupyter, Spark",Google Professional ML Engineer,Retail,Part-time,"Denver, CO",Large,50404,Yes
193,Data Analyst,Entry,1,Bachelor's,"Communication, Business Intelligence, Reporting, Pandas, Data Cleaning, SQL, Python","Google Sheets, Power BI, Looker",Google Data Analytics,Retail,Contract,"Toronto, Canada",Mid-size,67727,No
194,NLP Engineer,Entry,2,Master's,"BERT, NLP, Hugging Face, Tokenization, Transformers, Deep Learning, PyTorch, Python","Hugging Face, spaCy, PyTorch",DeepLearning.AI NLP,E-commerce,Full-time,"Los Angeles, CA",Mid-size,81542,No
195,ML Engineer,Entry,0,Master's,"Kubernetes, Model Deployment, PyTorch, Mathematics, Machine Learning, CI/CD, Python, Scikit-learn",Kubernetes,,E-commerce,Full-time,"San Francisco, CA",Large,92163,Yes
196,Data Analyst,Mid,6,Bachelor's,"Python, Git, Tableau, Power BI, Excel","Power BI, Excel",Google Data Analytics,E-commerce,Full-time,"Chicago, IL",Mid-size,82888,No
197,Data Analyst,Mid,4,Bachelor's,"SQL, Business Intelligence, Python, Visualization, Power BI, Excel, Data Analysis, Reporting","Power BI, Google Sheets",,Retail,Full-time,"Amsterdam, Netherlands",Large,99399,Yes
198,ML Engineer,Senior,8,Master's,"Docker, Statistics, CI/CD, APIs, PyTorch, Python, Machine Learning, Scikit-learn","Kubernetes, PyTorch",AWS ML Specialty,Finance,Remote,"Amsterdam, Netherlands",Mid-size,227765,Yes
199,Data Analyst,Senior,10,Master's,"Problem Solving, Power BI, Excel, SQL, Statistics","Looker, Power BI, Tableau",Tableau Desktop Specialist,Finance,Full-time,"London, UK",Large,149687,Yes
200,NLP Engineer,Mid,4,PhD,"Tokenization, Deep Learning, Machine Learning, BERT, PyTorch, NLP, Language Models, Python","PyTorch, Hugging Face, spaCy",,E-commerce,Full-time,"Berlin, Germany",Mid-size,134156,Yes
201,Data Scientist,Senior,13,PhD,"A/B Testing, Statistics, Storytelling, Pandas, Python, Machine Learning, Data Analysis","Spark, MLflow",,E-commerce,Full-time,"Sydney, Australia",Large,145455,No
202,Data Engineer,Mid,5,Master's,"Spark, Python, SQL, Scikit-learn, Cloud (AWS/GCP/Azure), Pipeline Design, Pandas","Kafka, Spark, Redshift",AWS Data Analytics,Logistics,Internship,"Denver, CO",Mid-size,51234,No
203,NLP Engineer,Mid,2,PhD,"PyTorch, Communication, NLP, Git, Language Models, Deep Learning, Text Processing","Hugging Face, NLTK, PyTorch",DeepLearning.AI NLP,Healthcare,Remote,"London, UK",Mid-size,140068,Yes
204,Computer Vision Engineer,Entry,2,Master's,"APIs, NumPy, Image Processing, Object Detection, CNNs, Computer Vision","TensorFlow, Roboflow, CUDA",NVIDIA DLI,Healthcare,Remote,"Denver, CO",Startup,95699,Yes
205,ML Engineer,Entry,2,Master's,"Linux, Machine Learning, Docker, Python, APIs, CI/CD, Model Deployment","PyTorch, Kubernetes",,Healthcare,Full-time,Remote,Mid-size,90506,Yes
206,NLP Engineer,Mid,2,Bachelor's,"Statistics, Transformers, NumPy, Hugging Face, Tokenization, Text Processing, Language Models",Hugging Face,Hugging Face Course,Tech,Full-time,"Bangalore, India",Mid-size,132541,Yes
207,Data Engineer,Entry,1,Bachelor's,"Pipeline Design, Spark, Cloud (AWS/GCP/Azure), Python, Airflow, Kafka, APIs, Machine Learning","Redshift, Spark",AWS Data Analytics,Telecom,Full-time,"Atlanta, GA",Mid-size,89514,Hybrid
208,Quant Researcher,Senior,8,PhD,"Mathematics, NumPy, Derivatives Pricing, Scikit-learn, Backtesting, Risk Modeling, SQL","QuantLib, Bloomberg",FRM,Banking,Contract,"Sydney, Australia",Startup,358766,No
209,AI Product Manager,Entry,1,Bachelor's,"Product Management, User Research, Strategy, Machine Learning, Pandas","Jira, Figma, Mixpanel",,Healthcare,Contract,"San Francisco, CA",Startup,100233,No
210,AI Product Manager,Entry,1,Master's,"Strategy, Mathematics, SQL, Product Management, Data Analysis, Agile, Communication, Stakeholder Management",Figma,CSPO,Healthcare,Contract,"San Francisco, CA",Mid-size,92769,No
211,Data Engineer,Mid,6,Bachelor's,"Pipeline Design, Python, SQL, NumPy, Airflow, Data Warehousing","Kafka, dbt, Airflow",Databricks Associate,Finance,Full-time,Singapore,Mid-size,122258,Yes
212,Data Analyst,Mid,6,Bachelor's,"Business Intelligence, Excel, Cloud (AWS/GCP/Azure), Pandas, Reporting","Google Sheets, Power BI, Tableau",Tableau Desktop Specialist,Healthcare,Full-time,"Amsterdam, Netherlands",Large,82239,Hybrid
213,Data Analyst,Mid,6,Master's,"Excel, Business Intelligence, SQL, Statistics, Power BI, Reporting",Excel,Google Data Analytics,Retail,Full-time,Remote,Large,75857,Yes
214,Data Analyst,Mid,4,Bachelor's,"Machine Learning, Tableau, SQL, Visualization, Business Intelligence, Statistics, Python, Power BI","Power BI, Google Sheets, Tableau",,Education,Part-time,"Austin, TX",Startup,49576,Hybrid
215,NLP Engineer,Entry,2,Master's,"BERT, Text Processing, Pandas, Hugging Face, Python","NLTK, spaCy, Hugging Face",DeepLearning.AI NLP,Finance,Part-time,"Dublin, Ireland",Large,47100,Hybrid
216,NLP Engineer,Senior,13,Master's,"Cloud (AWS/GCP/Azure), Pandas, Text Processing, Transformers, Tokenization, Data Analysis, Language Models","FastAPI, NLTK",Hugging Face Course,Tech,Full-time,Washington DC,Large,188922,No
217,Data Engineer,Entry,1,Bachelor's,"Kafka, Scikit-learn, Data Warehousing, Airflow, ETL, Problem Solving, Hadoop, Spark",Airflow,,Telecom,Contract,"Toronto, Canada",Large,88731,No
218,NLP Engineer,Senior,12,Bachelor's,"BERT, Language Models, Transformers, NLP, Deep Learning","Hugging Face, spaCy",,Healthcare,Remote,Remote,Large,196542,Yes
219,NLP Engineer,Mid,2,PhD,"Language Models, Scikit-learn, NLP, Hugging Face, Python, Transformers",Hugging Face,Hugging Face Course,Tech,Full-time,"Berlin, Germany",Mid-size,150735,No
220,NLP Engineer,Senior,7,Bachelor's,"Python, Communication, Tokenization, NLP, Language Models, Deep Learning, Hugging Face, Transformers",FastAPI,DeepLearning.AI NLP,Legal,Contract,"London, UK",Mid-size,193620,Yes
221,Quant Researcher,Senior,10,Bachelor's,"Visualization, Financial Modeling, Python, Statistics, Stochastic Calculus","QuantLib, KDB+",FRM,Finance,Full-time,Washington DC,Mid-size,205963,Yes
222,AI Product Manager,Mid,2,Master's,"Communication, Statistics, Roadmapping, Deep Learning, Product Management, Data Analysis",Jira,,Tech,Contract,"Seattle, WA",Mid-size,129558,Yes
223,ML Engineer,Senior,14,PhD,"Model Deployment, Docker, Kubernetes, Pandas, Cloud (AWS/GCP/Azure), PyTorch, CI/CD, APIs","FastAPI, PyTorch, Docker",GCP Professional ML,Finance,Full-time,"Sydney, Australia",Mid-size,224216,No
